1 749 402 280 171 1
2 1198 229 266 548 1
3 169 410 340 293 1
4 1057 362 87 201 1

22 3 1532402938.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938162460.jpg
399.820879 1117.339350 -0.977660
1 898 384 314 190 1
2 214 407 333 306 1
3 1249 351 111 228 1

23 3 1532402938.612460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402938612460.jpg
400.971593 1115.792516 -0.879056
1 1051 373 362 203 1
2 264 398 325 330 1
3 1473 320 134 274 1

24 2 1532402939.112460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939112460.jpg
402.371608 1114.251126 -0.779386
1 1210 349 316 242 1
2 320 407 343 355 1

25 2 1532402939.662460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402939662460.jpg
404.008982 1112.762050 -0.681473
1 1417 372 136 203 1
2 349 391 384 397 1

26 1 1532402940.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940162460.jpg
405.491803 1111.630672 -0.606936
1 371 381 404 424 1

27 1 1532402940.762460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402940762460.jpg
407.144041 1110.551040 -0.541167
1 402 381 422 435 1

28 1 1532402941.262460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941262460.jpg
408.442447 1109.801551 -0.497630
1 451 388 409 425 1

29 1 1532402941.762460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402941762460.jpg
409.656575 1109.162878 -0.461067
1 507 396 406 415 1

30 1 1532402942.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942162460.jpg
410.588911 1108.708828 -0.444166
1 528 390 396 403 1

31 1 1532402942.662460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402942662460.jpg
411.704517 1108.177726 -0.436920
1 530 385 390 401 1

32 1 1532402943.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943162460.jpg
412.774669 1107.675039 -0.434504
1 504 393 382 405 1

33 1 1532402943.662460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402943662460.jpg
413.827751 1107.183547 -0.433118
1 445 390 404 404 1

34 1 1532402944.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944162460.jpg
414.892742 1106.685567 -0.432711
1 314 398 469 410 1

35 1 1532402944.662460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402944662460.jpg
415.908991 1106.216677 -0.424863
1 170 384 544 425 1

36 1 1532402945.162460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945162460.jpg
416.942444 1105.755748 -0.398633
1 13 382 621 442 1

37 1 1532402945.662460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402945662460.jpg
418.083309 1105.301140 -0.349826
1 145 367 432 483 1

38 1 1532402946.262460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946262460.jpg
419.451746 1104.852684 -0.277924
1 -7 353 504 554 1

39 1 1532402946.762460
../data/CAM_FRONT/n015-2018-07-24-11-22-45+0800__CAM_FRONT__1532402946762460.jpg
420.459029 1104.598640 -0.213058
1 -15 343 438 472 1

