41
1 11 1535657108.301401
12 14 1535657113.648526
15  1  300.449000 691.099000 -0.132000 2.381000 4.887000 1.518000 -2.286521
16  1  289.323000 670.617000 0.594000 2.121000 4.978000 1.597000 0.862933
12  1  303.936000 689.744000 0.059000 2.380000 5.335000 1.975000 0.922074
13  2  317.816000 671.908000 0.560000 0.486000 0.479000 1.312000 -1.827796
1  1  332.913000 658.505000 1.905000 2.749000 8.702000 3.078000 2.815735
4  2  324.144000 664.571000 0.651000 0.859000 0.644000 1.135000 2.550680
5  1  330.789000 641.074000 1.377000 2.060000 4.512000 1.723000 2.423582
6  1  321.747000 663.518000 1.016000 2.090000 4.795000 2.000000 2.758752
14  2  319.200000 670.062000 0.085000 1.214000 0.504000 0.514000 -1.331686
7  1  349.086000 634.746000 1.972000 2.003000 4.204000 1.563000 -2.325547
8  1  287.306000 678.525000 1.369000 3.132000 13.818000 3.606000 -2.654698
9  1  321.263000 668.358000 0.943000 2.111000 4.549000 2.347000 -0.548976
10  1  344.907000 628.397000 1.976000 1.874000 3.885000 1.555000 2.434036
11  1  348.121000 646.137000 1.869000 2.094000 5.567000 1.996000 2.796803

13 15 1535657114.148383
15  1  298.953000 689.386000 -0.004000 2.381000 4.887000 1.518000 -2.286521
16  1  291.204000 672.816000 0.555000 2.121000 4.978000 1.597000 0.851302
12  1  306.512000 693.140000 -0.047000 2.380000 5.335000 1.975000 0.917712
13  2  317.816000 671.908000 0.573000 0.486000 0.479000 1.312000 -1.827796
1  1  330.406000 659.360000 1.884000 2.749000 8.702000 3.078000 2.815844
4  2  324.129000 664.600000 0.695000 0.859000 0.644000 1.135000 2.547190
5  1  330.789000 641.074000 1.387000 2.060000 4.512000 1.723000 2.423582
6  1  320.201000 664.162000 1.002000 2.090000 4.795000 2.000000 2.735402
14  2  319.200000 670.062000 0.122000 1.214000 0.504000 0.514000 -1.331686
7  1  349.072000 634.763000 1.995000 2.003000 4.204000 1.563000 -2.325547
8  1  285.125000 678.218000 1.449000 3.132000 13.818000 3.606000 -2.811774
9  1  321.279000 668.383000 0.949000 2.111000 4.549000 2.347000 -0.551960
17  1  307.356000 700.000000 0.014000 2.645000 7.127000 2.455000 -2.286521
10  1  344.897000 628.403000 2.028000 1.874000 3.885000 1.555000 2.434036
11  1  348.121000 646.137000 1.913000 2.094000 5.567000 1.996000 2.796803

14 13 1535657114.648261
15  1  297.342000 687.490000 0.141000 2.381000 4.887000 1.518000 -2.277794
16  1  293.190000 675.241000 0.477000 2.121000 4.978000 1.597000 0.889109
13  2  317.816000 671.908000 0.585000 0.486000 0.479000 1.312000 -1.827796
1  1  329.080000 659.770000 1.894000 2.749000 8.702000 3.078000 2.829967
4  2  324.113000 664.630000 0.740000 0.859000 0.644000 1.135000 2.543699
5  1  330.789000 641.074000 1.397000 2.060000 4.512000 1.723000 2.423582
6  1  319.022000 664.712000 0.989000 2.090000 4.795000 2.000000 2.718588
14  2  319.200000 670.062000 0.160000 1.214000 0.504000 0.514000 -1.331686
7  1  349.057000 634.780000 2.018000 2.003000 4.204000 1.563000 -2.325547
8  1  283.027000 678.195000 1.529000 3.132000 13.818000 3.606000 -2.951404
9  1  321.268000 668.394000 0.962000 2.111000 4.549000 2.347000 -0.556322
17  1  305.860000 698.209000 0.135000 2.645000 7.127000 2.455000 -2.269068
11  1  348.121000 646.137000 1.915000 2.094000 5.567000 1.996000 2.796803

15 13 1535657115.148131
15  1  295.730000 685.594000 0.286000 2.381000 4.887000 1.518000 -2.269068
16  1  295.083000 677.739000 0.400000 2.121000 4.978000 1.597000 0.926916
13  2  317.816000 671.908000 0.598000 0.486000 0.479000 1.312000 -1.827796
1  1  327.754000 660.180000 1.904000 2.749000 8.702000 3.078000 2.844090
5  1  330.789000 641.074000 1.407000 2.060000 4.512000 1.723000 2.423582
6  1  317.843000 665.262000 0.975000 2.090000 4.795000 2.000000 2.701775
18  1  309.418000 704.263000 -0.449000 0.933000 2.072000 1.839000 -2.272523
14  2  319.183000 670.102000 0.160000 1.214000 0.504000 0.514000 -1.343317
7  1  349.043000 634.797000 2.041000 2.003000 4.204000 1.563000 -2.325547
8  1  280.721000 678.432000 1.568000 3.132000 13.818000 3.606000 -3.086566
9  1  321.257000 668.405000 0.975000 2.111000 4.549000 2.347000 -0.560684
17  1  304.363000 696.419000 0.256000 2.645000 7.127000 2.455000 -2.251614
11  1  348.121000 646.137000 1.917000 2.094000 5.567000 1.996000 2.796803

16 13 1535657115.648632
15  1  293.632000 683.013000 0.379000 2.381000 4.887000 1.518000 -2.254516
16  1  297.321000 680.891000 0.327000 2.121000 4.978000 1.597000 0.954073
13  2  317.816000 671.908000 0.610000 0.486000 0.479000 1.312000 -1.827796
1  1  326.426000 660.591000 1.914000 2.749000 8.702000 3.078000 2.858231
5  1  330.789000 641.074000 1.417000 2.060000 4.512000 1.723000 2.423582
6  1  316.783000 665.759000 0.961000 2.090000 4.795000 2.000000 2.702410
18  1  308.121000 702.747000 -0.373000 0.933000 2.072000 1.839000 -2.266705
14  2  319.167000 670.141000 0.160000 1.214000 0.504000 0.514000 -1.354963
7  1  349.028000 634.813000 2.064000 2.003000 4.204000 1.563000 -2.325547
8  1  278.466000 678.978000 1.607000 3.132000 13.818000 3.606000 3.061287
9  1  321.246000 668.416000 0.988000 2.111000 4.549000 2.347000 -0.565051
17  1  302.670000 694.340000 0.377000 2.645000 7.127000 2.455000 -2.251614
11  1  348.121000 646.137000 1.919000 2.094000 5.567000 1.996000 2.796803

17 14 1535657116.148450
15  1  291.537000 680.435000 0.473000 2.381000 4.887000 1.518000 -2.239985
16  1  299.555000 684.038000 0.254000 2.121000 4.978000 1.597000 0.955046
13  2  317.788000 671.940000 0.623000 0.486000 0.479000 1.312000 -1.827796
1  1  324.979000 660.953000 1.898000 2.749000 8.702000 3.078000 2.884260
19  1  310.056000 702.514000 -0.534000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.427000 2.060000 4.512000 1.723000 2.423582
6  1  315.724000 666.255000 0.947000 2.090000 4.795000 2.000000 2.703045
18  1  306.825000 701.234000 -0.297000 0.933000 2.072000 1.839000 -2.260894
14  2  319.150000 670.181000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.071000 2.003000 4.204000 1.563000 -2.325547
8  1  276.307000 679.822000 1.646000 3.132000 13.818000 3.606000 2.926139
9  1  321.235000 668.427000 1.001000 2.111000 4.549000 2.347000 -0.569413
17  1  300.979000 692.264000 0.497000 2.645000 7.127000 2.455000 -2.251614
11  1  348.121000 646.137000 1.921000 2.094000 5.567000 1.996000 2.796803

18 15 1535657116.649423
15  1  289.437000 677.852000 0.566000 2.381000 4.887000 1.518000 -2.251614
16  1  301.795000 687.192000 0.181000 2.121000 4.978000 1.597000 0.956022
13  2  317.760000 671.972000 0.635000 0.486000 0.479000 1.312000 -1.827796
1  1  323.520000 661.279000 1.881000 2.749000 8.702000 3.078000 2.910349
19  1  308.348000 700.438000 -0.379000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.431000 2.060000 4.512000 1.723000 2.423582
6  1  315.059000 666.567000 0.953000 2.090000 4.795000 2.000000 2.703686
18  1  305.527000 699.716000 -0.222000 0.933000 2.072000 1.839000 -2.255070
14  2  319.119000 670.189000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.079000 2.003000 4.204000 1.563000 -2.325547
8  1  273.593000 680.770000 1.671000 3.132000 13.818000 3.606000 2.854027
20  0  311.846000 696.050000 -0.326000 0.661000 0.572000 1.697000 -2.309297
9  1  321.224000 668.438000 1.014000 2.111000 4.549000 2.347000 -0.573784
17  1  299.338000 690.183000 0.612000 2.645000 7.127000 2.455000 -2.247245
11  1  348.121000 646.137000 1.923000 2.094000 5.567000 1.996000 2.796803

19 17 1535657117.149304
15  1  287.071000 675.047000 0.649000 2.381000 4.887000 1.518000 -2.260341
16  1  303.979000 690.204000 -0.018000 2.121000 4.978000 1.597000 0.947295
13  2  317.732000 672.003000 0.648000 0.486000 0.479000 1.312000 -1.827796
1  1  321.647000 661.656000 1.865000 2.749000 8.702000 3.078000 2.936381
21  0  311.976000 694.922000 -0.216000 0.803000 0.765000 1.885000 -2.287463
19  1  306.644000 698.366000 -0.226000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.436000 2.060000 4.512000 1.723000 2.423582
6  1  314.395000 666.879000 0.959000 2.090000 4.795000 2.000000 2.704325
18  1  303.906000 697.885000 -0.146000 0.933000 2.072000 1.839000 -2.272519
14  2  319.088000 670.196000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.086000 2.003000 4.204000 1.563000 -2.325547
8  1  270.960000 681.909000 1.697000 3.132000 13.818000 3.606000 2.782073
20  0  311.404000 695.550000 -0.298000 0.661000 0.572000 1.697000 -2.304935
9  1  321.213000 668.449000 1.027000 2.111000 4.549000 2.347000 -0.578146
17  1  297.701000 688.107000 0.727000 2.645000 7.127000 2.455000 -2.242885
11  1  348.121000 646.137000 1.925000 2.094000 5.567000 1.996000 2.796803
22  1  283.621000 663.518000 1.214000 2.560000 5.637000 2.229000 0.921115

20 17 1535657117.649169
15  1  284.705000 672.241000 0.733000 2.381000 4.887000 1.518000 -2.269068
16  1  306.162000 693.216000 -0.216000 2.121000 4.978000 1.597000 0.938568
13  2  317.704000 672.035000 0.660000 0.486000 0.479000 1.312000 -1.827796
1  1  319.764000 661.984000 1.848000 2.749000 8.702000 3.078000 2.962412
21  0  311.533000 694.408000 -0.203000 0.803000 0.765000 1.885000 -2.261299
19  1  304.941000 696.295000 -0.072000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.440000 2.060000 4.512000 1.723000 2.423582
6  1  314.093000 667.066000 0.925000 2.090000 4.795000 2.000000 2.687517
18  1  302.285000 696.054000 -0.071000 0.933000 2.072000 1.839000 -2.289967
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.093000 2.003000 4.204000 1.563000 -2.325547
8  1  268.048000 683.088000 1.797000 3.132000 13.818000 3.606000 2.775515
20  0  310.962000 695.051000 -0.271000 0.661000 0.572000 1.697000 -2.300573
9  1  321.202000 668.460000 1.040000 2.111000 4.549000 2.347000 -0.582507
17  1  295.637000 685.493000 0.800000 2.645000 7.127000 2.455000 -2.238526
11  1  348.121000 646.137000 1.927000 2.094000 5.567000 1.996000 2.796803
22  1  285.957000 666.528000 1.143000 2.560000 5.637000 2.229000 0.912393

21 16 1535657118.149616
15  1  282.282000 669.368000 0.816000 2.381000 4.887000 1.518000 -2.269068
13  2  317.692000 672.037000 0.666000 0.486000 0.479000 1.312000 -1.827796
1  1  317.328000 662.531000 1.746000 2.749000 8.702000 3.078000 2.930991
21  0  311.103000 693.883000 -0.191000 0.803000 0.765000 1.885000 -2.235104
19  1  303.235000 694.221000 0.082000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.444000 2.060000 4.512000 1.723000 2.423582
6  1  313.791000 667.253000 0.891000 2.090000 4.795000 2.000000 2.670689
18  1  300.662000 694.220000 0.005000 0.933000 2.072000 1.839000 -2.307435
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.100000 2.003000 4.204000 1.563000 -2.325547
8  1  264.743000 684.316000 1.781000 3.132000 13.818000 3.606000 2.774768
20  0  310.519000 694.551000 -0.243000 0.661000 0.572000 1.697000 -2.296206
9  1  321.192000 668.471000 1.053000 2.111000 4.549000 2.347000 -0.586874
17  1  293.570000 682.877000 0.874000 2.645000 7.127000 2.455000 -2.234161
11  1  348.121000 646.137000 1.929000 2.094000 5.567000 1.996000 2.796803
22  1  288.296000 669.542000 1.071000 2.560000 5.637000 2.229000 0.903662

22 16 1535657118.649480
15  1  279.862000 666.499000 0.899000 2.381000 4.887000 1.518000 -2.269068
13  2  317.681000 672.038000 0.671000 0.486000 0.479000 1.312000 -1.827796
1  1  314.930000 663.213000 1.644000 2.749000 8.702000 3.078000 2.873452
21  0  310.688000 693.347000 -0.178000 0.803000 0.765000 1.885000 -2.208939
19  1  301.531000 692.149000 0.236000 1.970000 4.588000 2.000000 -2.269068
5  1  330.789000 641.074000 1.448000 2.060000 4.512000 1.723000 2.423582
6  1  313.787000 667.253000 0.896000 2.090000 4.795000 2.000000 2.678445
18  1  299.041000 692.389000 0.080000 0.933000 2.072000 1.839000 -2.324883
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.107000 2.003000 4.204000 1.563000 -2.325547
8  1  261.442000 685.543000 1.764000 3.132000 13.818000 3.606000 2.774022
20  0  310.077000 694.052000 -0.216000 0.661000 0.572000 1.697000 -2.291844
9  1  321.181000 668.482000 1.066000 2.111000 4.549000 2.347000 -0.591236
17  1  291.560000 680.263000 0.901000 2.645000 7.127000 2.455000 -2.251614
11  1  348.121000 646.137000 1.931000 2.094000 5.567000 1.996000 2.796803
22  1  290.619000 672.597000 0.979000 2.560000 5.637000 2.229000 0.909477

23 16 1535657119.149935
15  1  277.439000 663.626000 0.983000 2.381000 4.887000 1.518000 -2.269068
13  2  317.670000 672.040000 0.676000 0.486000 0.479000 1.312000 -1.827796
1  1  312.572000 664.034000 1.543000 2.749000 8.702000 3.078000 2.815844
21  0  310.287000 692.799000 -0.166000 0.803000 0.765000 1.885000 -2.182744
19  1  299.451000 689.618000 0.290000 1.970000 4.588000 2.000000 -2.262080
5  1  330.789000 641.074000 1.452000 2.060000 4.512000 1.723000 2.423582
6  1  313.782000 667.252000 0.901000 2.090000 4.795000 2.000000 2.686210
18  1  297.442000 690.544000 0.194000 0.933000 2.072000 1.839000 -2.311782
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.114000 2.003000 4.204000 1.563000 -2.325547
8  1  258.137000 686.771000 1.748000 3.132000 13.818000 3.606000 2.773276
20  0  309.653000 693.549000 -0.188000 0.661000 0.572000 1.697000 -2.248172
9  1  321.171000 668.494000 1.079000 2.111000 4.549000 2.347000 -0.595603
17  1  289.332000 677.379000 1.054000 2.645000 7.127000 2.455000 -2.242883
11  1  348.121000 646.137000 1.932000 2.094000 5.567000 1.996000 2.796803
22  1  292.944000 675.656000 0.887000 2.560000 5.637000 2.229000 0.915299

24 16 1535657119.649820
13  2  317.659000 672.042000 0.682000 0.486000 0.479000 1.312000 -1.827796
1  1  310.978000 664.661000 1.605000 2.749000 8.702000 3.078000 2.804208
23  1  283.183000 663.407000 0.922000 1.984000 4.326000 1.547000 0.864182
21  0  309.938000 692.278000 -0.132000 0.803000 0.765000 1.885000 -2.174433
19  1  297.374000 687.089000 0.344000 1.970000 4.588000 2.000000 -2.255100
5  1  330.789000 641.074000 1.456000 2.060000 4.512000 1.723000 2.423582
6  1  313.778000 667.251000 0.906000 2.090000 4.795000 2.000000 2.693966
18  1  295.844000 688.701000 0.307000 0.933000 2.072000 1.839000 -2.298695
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.102000 2.003000 4.204000 1.563000 -2.325547
8  1  254.251000 688.207000 1.776000 3.132000 13.818000 3.606000 2.782003
20  0  309.251000 693.028000 -0.161000 0.661000 0.572000 1.697000 -2.204550
9  1  321.160000 668.505000 1.092000 2.111000 4.549000 2.347000 -0.599965
17  1  287.105000 674.498000 1.208000 2.645000 7.127000 2.455000 -2.234161
11  1  348.121000 646.137000 1.934000 2.094000 5.567000 1.996000 2.796803
22  1  295.267000 678.711000 0.795000 2.560000 5.637000 2.229000 0.921115

25 16 1535657120.149686
13  2  317.647000 672.044000 0.687000 0.486000 0.479000 1.312000 -1.827796
1  1  309.385000 665.288000 1.668000 2.749000 8.702000 3.078000 2.792573
23  1  285.647000 666.372000 0.845000 1.984000 4.326000 1.547000 0.881636
21  0  309.589000 691.756000 -0.099000 0.803000 0.765000 1.885000 -2.166122
19  1  294.963000 684.153000 0.448000 1.970000 4.588000 2.000000 -2.248120
5  1  330.789000 641.074000 1.461000 2.060000 4.512000 1.723000 2.423582
6  1  313.773000 667.250000 0.911000 2.090000 4.795000 2.000000 2.701722
18  1  294.246000 686.858000 0.420000 0.933000 2.072000 1.839000 -2.285609
14  2  319.057000 670.203000 0.160000 1.214000 0.504000 0.514000 -1.366593
7  1  349.028000 634.813000 2.089000 2.003000 4.204000 1.563000 -2.325547
8  1  250.366000 689.642000 1.804000 3.132000 13.818000 3.606000 2.790729
20  0  308.873000 692.491000 -0.133000 0.661000 0.572000 1.697000 -2.160930
9  1  321.149000 668.516000 1.105000 2.111000 4.549000 2.347000 -0.604326
